Drug Protein Probability
Dacarbazine SCN5A 0.9388432
Dacarbazine ACE 0.99143785
Dacarbazine ADRA2A 0.9339431
Dacarbazine DRD4 0.96373945
Dacarbazine HTR2C 0.9934117
Dacarbazine CHRM2 0.9757572
Dacarbazine ADRA2B 0.97182107
Dacarbazine GABRA1 0.9793109
Dacarbazine PDE4A 0.91700965
Temozolomide TOP2A 0.9523753
Prednisolone ADRB1 0.92557627
Prednisolone PPARG 0.98745024
Prednisolone ADRA2A 0.98715615
Diflunisal ADRB1 0.9584845
Diflunisal SCN5A 0.9916996
Diflunisal SLC6A2 0.9327303
Diflunisal HTR2C 0.9817754
Vardenafil ADRB1 0.94220465
Vardenafil CA2 0.9551071
Vardenafil DRD4 0.9752574
Vardenafil CHRM4 0.9827639
Ranitidine ADRA2A 0.9938776
Ranitidine HTR2C 0.93009204
Ranitidine GABRA1 0.9815834
Tacrolimus KCNH2 0.9427358
Benzonatate SLC6A2 0.93979084
Benzonatate OPRM1 0.9274436
Benzonatate NR3C1 0.9783226
Dorzolamide CHRM1 0.9826082
Dorzolamide ADRB1 0.98634607
Dorzolamide SCN5A 0.99721307
Dorzolamide ADRA2A 0.9696676
Dorzolamide DRD4 0.9447736
Dorzolamide SLC6A2 0.9730757
Dorzolamide CHRM2 0.99177825
Dorzolamide SLC6A4 0.9760216
Dorzolamide GABRB3 0.9932546
Dorzolamide GABRB2 0.9790973
Suprofen CHRM1 0.9840485
Suprofen ADRB1 0.9406417
Suprofen CHRM4 0.96962947
Terbutaline HTR1B 0.9077668
Conivaptan DRD1 0.96952593
Conivaptan CHRM1 0.9852498
Conivaptan DRD5 0.92292637
Conivaptan SCN5A 0.9978453
Conivaptan ADRA2A 0.9229438
Conivaptan HTR3A 0.96433985
Conivaptan OPRD1 0.9528934
Conivaptan CACNA1C 0.9806567
Conivaptan CHRM2 0.9865427
Conivaptan OPRK1 0.9792275
Conivaptan CALY 0.9659761
Conivaptan CACNA1B 0.95425916
Conivaptan GABRG2 0.9274187
Eprosartan CHRM1 0.9864178
Eprosartan DRD5 0.95070606
Eprosartan CHRM4 0.9856575
Eprosartan GABRA1 0.99011266
Chlorhexidine CHRM4 0.9869228
Emtricitabine PTGS1 0.96446246
Emtricitabine DRD1 0.971447
Emtricitabine CHRM1 0.98459506
Emtricitabine ADRA2A 0.9716646
Quinapril PTGS1 0.9327791
Quinapril ADRA2A 0.9401489
Quinapril HTR1A 0.9473316
Quinapril HTR2C 0.97383875
Quinapril HTR1D 0.9249675
Quinapril CHRNA2 0.9557139
Quinapril DRD2 0.9860406
Quinapril GABRA1 0.9889231
Isosorbide Dinitrate ESR1 0.9246873
Isosorbide Dinitrate PPARG 0.91515326
Isosorbide Dinitrate PTGS2 0.936014
Isosorbide Dinitrate ADRA2A 0.99387425
Isosorbide Dinitrate HTR1A 0.97534615
Isosorbide Dinitrate NR3C1 0.9795893
Bumetanide CHRM1 0.97233844
Bumetanide CACNA1C 0.9136945
Bumetanide PDE4B 0.98283494
Bumetanide GABRA3 0.9905935
Bumetanide HTR2C 0.97690946
Bumetanide DRD2 0.9715181
Bumetanide CHRNA4 0.99636614
Bumetanide CYP19A1 0.99453187
Bumetanide BCHE 0.95113224
Bumetanide CHRNA7 0.90992856
Bumetanide GABRG2 0.9778401
Bumetanide GABRR2 0.9780815
Rimexolone PTGS2 0.98596364
Rimexolone TYMS 0.9563741
Rimexolone CHRM2 0.98242295
Rimexolone ADRA2B 0.9960381
Triazolam DRD1 0.9888799
Triazolam DRD5 0.96044225
Triazolam GLUD1 0.9222
Triazolam SCN5A 0.999724
Triazolam ADRA2A 0.9349614
Triazolam HTR1A 0.9039016
Triazolam ACCN2 0.93074715
Triazolam HTR2A 0.98266983
Triazolam SLC6A2 0.9696283
Triazolam ADRA1A 0.9796554
Triazolam HTR2C 0.97327524
Triazolam ADRA1B 0.9880305
Triazolam HTR1D 0.9839162
Triazolam ADRA1D 0.9647908
Triazolam DRD2 0.9809008
Triazolam HTR1B 0.99490863
Triazolam CHRNA4 0.9070953
Triazolam BCHE 0.9276458
Triazolam KRT7 0.9034693
Triazolam KCND2 0.9277582
Ethanol PTGS1 0.9643232
Ethanol AGTR1 0.9924886
Ethanol DRD5 0.91058975
Ethanol ACE 0.9750471
Ethanol CHRM5 0.99957484
Ethanol PTGS2 0.9744659
Ethanol ADRA2A 0.9969901
Ethanol ADRA2C 0.9989496
Ethanol HTR2B 0.9975835
Ethanol SLC12A3 0.90406156
Ethanol GABRA4 0.96435493
Ethanol PDE4B 0.96834195
Ethanol ADRA1A 0.93504506
Ethanol CHRM2 0.99434537
Ethanol ADRA2B 0.997491
Ethanol ADRA1B 0.9910024
Ethanol PTGFR 0.9397415
Ethanol SLC6A3 0.93871534
Ethanol TOP2A 0.93811876
Ethanol DRD2 0.98306954
Ethanol OPRM1 0.911673
Ethanol ADORA2A 0.9062119
Ethanol RHO 0.9395839
Ethanol MAOB 0.9974402
Ethanol GABRG2 0.94730204
Remifentanil ESR1 0.9793118
Remifentanil GABRR1 0.9613863
Remifentanil AR 0.9323781
Remifentanil TOP2A 0.9196848
Remifentanil GABRA1 0.92417437
Remifentanil MAPK3 0.98187274
Didanosine PTGS2 0.95431226
Didanosine ADRA2A 0.99799097
Didanosine HTR1B 0.9705666
Ethacrynic acid CHRM3 0.9611485
Ethacrynic acid CHRM1 0.99319506
Ethacrynic acid SCN10A 0.9506011
Ethacrynic acid PTGS2 0.9974185
Ethacrynic acid ADRA2A 0.98464876
Ethacrynic acid ADRA2C 0.986999
Ethacrynic acid SLC6A2 0.948058
Ethacrynic acid GABRA3 0.9967892
Ethacrynic acid HTR2C 0.94465166
Ethacrynic acid HMGCR 0.98071975
Ethacrynic acid ADRA1B 0.92578775
Ethacrynic acid NR3C2 0.93665516
Ethacrynic acid TSPO 0.9826377
Ethacrynic acid BCHE 0.97318494
Ethacrynic acid MAOB 0.93791056
Ethacrynic acid GABRB3 0.94215626
Ethacrynic acid CACNB2 0.95430154
Ethacrynic acid ACCS 0.9211767
Ethacrynic acid GABRR2 0.9835881
Ondansetron DRD1 0.9066387
Ondansetron CHRM3 0.9766867
Ondansetron KCNH2 0.9010693
Ondansetron ESR1 0.9840973
Ondansetron ADRA2A 0.97264284
Ondansetron OPRD1 0.96252596
Ondansetron ACHE 0.9257102
Ondansetron ADRA1A 0.99979
Ondansetron HTR2C 0.97478175
Ondansetron PGR 0.9243028
Ondansetron ADRA1B 0.92819214
Ondansetron HTR1D 0.98301905
Ondansetron ADRB2 0.94959754
Ondansetron ADRA1D 0.952848
Ondansetron CHRNA2 0.9543408
Ondansetron SLC6A4 0.9976598
Ondansetron VDR 0.93041867
Ondansetron NR3C1 0.9739242
Bimatoprost CHRM5 0.9911015
Bimatoprost HTR1A 0.91786635
Bimatoprost HTR2B 0.9952036
Bimatoprost GABRA4 0.9935569
Bimatoprost HTR1D 0.98846215
Bimatoprost TSPO 0.9393988
Bimatoprost GABRA1 0.9608914
Bimatoprost HTR1B 0.99859554
Cocaine PTGS1 0.9168182
Cocaine TUBB1 0.9677651
Cocaine CHRM3 0.99514633
Cocaine DRD5 0.9927441
Cocaine PTGS2 0.9948796
Cocaine ADRA2A 0.99615663
Cocaine ADRA1A 0.965689
Cocaine KCNA1 0.9348308
Cocaine PDE4A 0.98906964
Cocaine GABRB3 0.92299044
Cocaine CACNA1D 0.9773154
Quinidine CHRM1 0.99199307
Quinidine PTGS2 0.9601231
Quinidine ADRA1A 0.98520744
Quinidine HTR2C 0.9243266
Quinidine ADRA1B 0.98521394
Quinidine ADRA1D 0.96225375
Quinidine SLC6A4 0.9865262
Quinidine GRIA2 0.98325795
Quinidine GABRR2 0.9093299
Zonisamide PTGS1 0.99111557
Zonisamide CHRM3 0.9189132
Zonisamide KCNH2 0.9635413
Zonisamide DRD5 0.9598882
Zonisamide SIGMAR1 0.9087908
Zonisamide ADRB1 0.92094195
Zonisamide ABCC8 0.91209096
Zonisamide ABAT 0.99828583
Zonisamide PTGS2 0.96087986
Zonisamide ADRA2A 0.99713635
Zonisamide HTR1A 0.9024488
Zonisamide TYMS 0.9935363
Zonisamide RRM1 0.93616307
Zonisamide HTR2B 0.9938638
Zonisamide ACHE 0.9651228
Zonisamide SLC12A1 0.93076664
Zonisamide MT-ND1 0.9784298
Zonisamide HTR2C 0.96333593
Zonisamide KCNMA1 0.9854844
Zonisamide ADRA2B 0.95902234
Zonisamide PTGFR 0.92058396
Zonisamide HTR1D 0.9989698
Zonisamide AKR1B1 0.9257162
Zonisamide SLC6A4 0.9949992
Zonisamide GABRA1 0.91056556
Zonisamide HTR1B 0.99875295
Zonisamide EGF 0.91126084
Zonisamide ANPEP 0.9651477
Zonisamide FGB 0.90535915
Zonisamide BCHE 0.92787236
Zonisamide PTGER3 0.9618861
Zonisamide VDAC3 0.9529517
Zonisamide DCK 0.9433239
Paricalcitol PTGS1 0.99160063
Paricalcitol CHRM1 0.99959403
Paricalcitol PPARG 0.9822202
Paricalcitol HTR2A 0.96097296
Paricalcitol NR3C1 0.9735995
Repaglinide CHRM1 0.9963504
Repaglinide HTR1F 0.9847466
Repaglinide HTR1D 0.90698206
Repaglinide HTR1B 0.9174805
Amantadine PTGS1 0.93360263
Amantadine HRH2 0.98785096
Amantadine SCN5A 0.99592763
Amantadine ADRA2C 0.99694127
Amantadine HTR2A 0.91898036
Amantadine CA4 0.94190204
Amantadine ADRA2B 0.94030464
Amantadine OPRM1 0.9740491
Amantadine NR3C1 0.99034685
Metronidazole NR3C1 0.9808357
Metronidazole GABRA1 0.9346493
Almotriptan PTGS2 0.9806433
Almotriptan ADRA2A 0.96649677
Almotriptan SLC6A4 0.94705105
Ketotifen CHRM3 0.9961051
Ketotifen PTGS2 0.97296256
Ketotifen HTR3A 0.91222477
Ketotifen ADRA2C 0.94152
Ketotifen SLC6A2 0.9841517
Ketotifen HTR2C 0.92200935
Ketotifen HMGCR 0.9892652
Ketotifen ADRA1B 0.99524
Ketotifen TOP2A 0.9718845
Ketotifen GABRB1 0.9369206
Buprenorphine CHRM3 0.9845583
Buprenorphine ADRA2A 0.98411316
Buprenorphine HTR1A 0.90860665
Buprenorphine SLC6A2 0.99819297
Buprenorphine HTR7 0.9743517
Buprenorphine GABRA1 0.9605875
Buprenorphine HTR1B 0.9738481
Cyclobenzaprine CHRM1 0.9918184
Cyclobenzaprine HTR2B 0.941598
Cyclobenzaprine SLC6A4 0.9554158
Cyclobenzaprine NR3C1 0.99812454
Phenoxybenzamine CHRM1 0.99581784
Phenoxybenzamine ESR1 0.9965184
Phenoxybenzamine AR 0.99740654
Phenoxybenzamine ADRB1 0.984602
Phenoxybenzamine ABCC8 0.9836646
Phenoxybenzamine ACE 0.99337196
Phenoxybenzamine BCL2 0.9375551
Phenoxybenzamine ACHE 0.9470179
Phenoxybenzamine HTR2A 0.9148069
Phenoxybenzamine KCNMA1 0.9923414
Phenoxybenzamine HTR1D 0.9228829
Phenoxybenzamine NR3C2 0.92735964
Phenoxybenzamine CHRNA2 0.9481418
Phenoxybenzamine TOP2A 0.99926525
Phenoxybenzamine GLRA2 0.90744424
Phenoxybenzamine NR3C1 0.9901508
Phenoxybenzamine PPARD 0.9846827
Phenoxybenzamine SCN4A 0.9669326
Misoprostol PTGS1 0.937866
Misoprostol CHRM1 0.9757951
Misoprostol HTR1A 0.9813782
Misoprostol OPRD1 0.9116113
Misoprostol PDE4B 0.9188187
Misoprostol PTGFR 0.9836437
Misoprostol HTR1D 0.98446643
Misoprostol TOP2A 0.9745139
Mesoridazine ADRB1 0.9672995
Mesoridazine SCN5A 0.98987085
Mesoridazine SLC6A4 0.928376
Diethylpropion DRD1 0.97865444
Diethylpropion ADRA2A 0.9997962
Diethylpropion HTR2B 0.97077245
Diethylpropion HTR2A 0.9338683
Diethylpropion CHRM2 0.9988306
Diethylpropion ADRB2 0.9553354
Diethylpropion SLC6A4 0.99483716
Diethylpropion OPRM1 0.90301144
Diethylpropion GABRA1 0.9514592
Salmeterol PTGS1 0.97311515
Salmeterol PTGS2 0.9281185
Felbamate ADRB1 0.96162015
Felbamate SCN5A 0.9605395
Felbamate PTGS2 0.93556607
Felbamate ADRA2A 0.95006776
Felbamate HTR2C 0.9324308
Felbamate CHRM2 0.9756463
Felbamate ADRA1B 0.9176461
Felbamate GABRA1 0.96738327
Naratriptan CHRM1 0.9964097
Naratriptan GABRA4 0.9253972
Rizatriptan CHRM1 0.98744375
Rizatriptan SCN5A 0.92218256
Rizatriptan CHRM5 0.9625414
Rizatriptan ADRA2A 0.99768686
Rizatriptan HTR1A 0.9349805
Rizatriptan ADRA2C 0.99342716
Rizatriptan HTR2B 0.91986835
Rizatriptan HTR2A 0.94160646
Rizatriptan GABRA4 0.95156157
Rizatriptan ADRA1A 0.992006
Rizatriptan HTR2C 0.9342586
Rizatriptan HTR7 0.98046345
Rizatriptan DRD2 0.995956
Carboplatin ADRA2A 0.94563586
Carboplatin ADRB2 0.98992306
Methylprednisolone CHRM1 0.97559005
Methylprednisolone CACNA1D 0.97458977
Pindolol CHRM1 0.9996246
Pindolol ABCC8 0.9930101
Pindolol PTGS2 0.9919546
Pindolol GABRB1 0.93576884
Mepivacaine ADRB1 0.9541415
Mepivacaine SLC6A2 0.96037406
Mepivacaine ADRA1A 0.9221063
Mepivacaine HTR2C 0.9262465
Mepivacaine GABRA1 0.99824774
Zaleplon ADRA2A 0.96993005
Zaleplon HTR1A 0.9659651
Zaleplon ADRA2C 0.9754259
Zaleplon HTR2B 0.9901541
Zaleplon ADRA1A 0.9776589
Zaleplon SLC6A4 0.9782081
Zaleplon DRD2 0.9922178
Zaleplon HTR1B 0.9551645
Zaleplon GABRB3 0.9093165
Bromfenac CHRM3 0.90296984
Bromfenac CHRM1 0.9894282
Bromfenac SCN5A 0.9801673
Bromfenac ADRA2C 0.9756589
Bromfenac NR3C1 0.93344676
Bromfenac GABRR2 0.923172
Apraclonidine CHRM3 0.9909032
Apraclonidine HTR1A 0.983845
Apraclonidine HTR2C 0.96434826
Apraclonidine OPRM1 0.9398227
Apraclonidine HTR1B 0.9400792
Telmisartan PTGS1 0.9842912
Telmisartan CHRM1 0.911045
Telmisartan AR 0.9495004
Telmisartan ADRB2 0.9374618
Desloratadine ADRB2 0.95153826
Methyldopa OPRD1 0.9257071
Alosetron HTR4 0.9584791
Alosetron CHRM1 0.9997669
Alosetron NR3C1 0.92456055
Ezetimibe SCN10A 0.91367525
Ezetimibe NR3C2 0.9666178
Dipyridamole SCN5A 0.9747859
Dipyridamole PTGS2 0.9956119
Dipyridamole ADRA2A 0.97382236
Dipyridamole HTR2C 0.9946017
Dipyridamole CHRM2 0.9825096
Dipyridamole NR3C2 0.93638617
Dipyridamole SLC6A4 0.9994199
Dipyridamole KCNA1 0.9843592
Dipyridamole NR3C1 0.991355
Dipyridamole GABRA1 0.99178666
Dipyridamole GABRB3 0.99489886
Dipyridamole CACNA1D 0.92114323
Dipyridamole KCNQ3 0.911419
Telithromycin HTR2C 0.96194404
Lomefloxacin AR 0.98335534
Cyclopentolate CHRM3 0.9727419
Cyclopentolate HTR2B 0.9646287
Cyclopentolate SLC6A2 0.98085093
Cyclopentolate ADRA2B 0.94134915
Cyclopentolate HTR1D 0.92615485
Cyclopentolate OPRM1 0.94766146
Cyclopentolate HTR1B 0.9400723
Cyclopentolate GABRB3 0.93236613
Ramelteon DRD1 0.97901946
Ramelteon CHRM3 0.99735236
Ramelteon ADRA2A 0.971274
Ramelteon ACHE 0.94312006
Ramelteon SLC6A2 0.9668491
Ramelteon ADRB2 0.95932376
Physostigmine ADRA2B 0.9904799
Formoterol ADRB1 0.9514571
Formoterol PTGS2 0.99293923
Formoterol ADRA2A 0.9433496
Formoterol PDE4B 0.92472404
Formoterol NR3C1 0.9991116
Formoterol GABRB3 0.9479314
Glycopyrrolate DRD1 0.9367042
Glycopyrrolate CHRM3 0.9341727
Glycopyrrolate ADRA2A 0.9012912
Glycopyrrolate GABRG2 0.95525795
Dopamine AGTR1 0.90742904
Dopamine CHRM1 0.99634933
Dopamine ESR1 0.9915541
Dopamine GABBR1 0.95758027
Dopamine ACE 0.95898414
Dopamine ADRA2A 0.92784595
Dopamine HTR1A 0.9746045
Dopamine CHRM4 0.98981327
Dopamine HTR2A 0.9995702
Dopamine SLC6A2 0.9013854
Dopamine ADRA1A 0.9511611
Dopamine CHRM2 0.9872493
Dopamine ADRA2B 0.99822384
Dopamine GRIN3A 0.97361237
Dopamine HTR1D 0.9527942
Dopamine ADRB2 0.99645126
Dopamine ATP1A1 0.9402298
Dopamine EGFR 0.91756934
Dopamine NR3C1 0.9997385
Dopamine GABRA1 0.99867505
Dopamine ADORA2A 0.95449305
Dopamine PDE4A 0.94850826
Dopamine TLR9 0.9772405
Dopamine GABRB3 0.97034776
Dopamine CACNA1S 0.93083483
Dopamine GABRG2 0.9979297
Rivastigmine CHRM1 0.9962232
Rivastigmine ADRA2C 0.9080831
Rivastigmine SLC6A2 0.9730849
Rivastigmine SLC6A4 0.9792894
Rivastigmine GABRD 0.9458567
Exemestane PTGS1 0.99835384
Exemestane ADRA2C 0.96134675
Oxaprozin ADRA2A 0.9861968
Oxaprozin ADRA2C 0.95861053
Oxaprozin CHRM2 0.99463505
Azathioprine GABBR1 0.9013574
Azathioprine HTR1D 0.99138886
Azathioprine DRD2 0.98010296
Neomycin ADRB1 0.96724296
Gabapentin DRD5 0.97258943
Gabapentin ADRA2A 0.9712106
Gabapentin HTR2B 0.99612087
Gabapentin SLC6A2 0.9846036
Gabapentin DRD3 0.9455593
Gabapentin HTR7 0.95176667
Gabapentin NR3C1 0.9986249
Gabapentin GABRA1 0.975896
Gabapentin GABRB2 0.9535365
Doxorubicin ESR1 0.9370648
Doxorubicin CHRM4 0.93600553
Doxorubicin NR3C1 0.9915696
Doxorubicin CHUK 0.95307785
Frovatriptan ABCC8 0.9394989
Frovatriptan HTR1A 0.994069
Frovatriptan ADRB2 0.9827675
Hydrochlorothiazide PTGS1 0.9605673
Hydrochlorothiazide DRD1 0.98323005
Hydrochlorothiazide CHRM3 0.969725
Hydrochlorothiazide CHRM1 0.9995546
Hydrochlorothiazide DRD5 0.97369313
Hydrochlorothiazide ADRB1 0.9582694
Hydrochlorothiazide SCN5A 0.9908471
Hydrochlorothiazide PRKAB1 0.92956454
Hydrochlorothiazide HTR3A 0.9969421
Hydrochlorothiazide DRD4 0.9728233
Hydrochlorothiazide HTR2B 0.9257803
Hydrochlorothiazide CHRM4 0.91868484
Hydrochlorothiazide HTR2A 0.929107
Hydrochlorothiazide SLC6A2 0.93450654
Hydrochlorothiazide ADRA1A 0.9101354
Hydrochlorothiazide HTR2C 0.93568426
Hydrochlorothiazide CHRM2 0.9852958
Hydrochlorothiazide HTR1D 0.9861444
Hydrochlorothiazide IMPDH2 0.91295385
Hydrochlorothiazide GABRB3 0.98497415
Ganciclovir PPARG 0.9616496
Ganciclovir PTGS2 0.9349862
Ganciclovir NR3C1 0.9266356
Hydroxyurea PTGS2 0.9854466
Hydroxyurea ADRA2A 0.97108465
Hydroxyurea OPRD1 0.98594505
Hydroxyurea SLC6A2 0.9938963
Hydroxyurea OPRM1 0.97544855
Hydroxyurea GABRA1 0.9343326
Letrozole CHRM3 0.9100764
Letrozole CHRM1 0.9996382
Letrozole ADRA2C 0.90748423
Letrozole GABRA4 0.98997563
Letrozole CHRM2 0.96811444
Letrozole SLC6A3 0.9801822
Letrozole DRD2 0.9526207
Letrozole NR3C1 0.97803724
Busulfan OPRD1 0.91210306
Ketoprofen CHRM1 0.99210984
Ketoprofen CHRM5 0.99262685
Ketoprofen ADRA2A 0.9540928
Ketoprofen HTR2B 0.90333647
Ketoprofen POLA1 0.932666
Ketoprofen SLC6A4 0.9385515
Metyrapone CHRM1 0.997511
Metyrapone ADRA2C 0.92435026
Metyrapone HTR1F 0.9289962
Metyrapone MT-ND1 0.9477579
Metyrapone GABRA3 0.97487485
Metyrapone CYP19A1 0.9571551
Metyrapone BCHE 0.9831524
Metyrapone GABRD 0.9911521
Clobetasol AR 0.96521455
Clobetasol HTR2A 0.9620999
Clobetasol TOP2A 0.9981943
Balsalazide CHRM1 0.9927983
Balsalazide CA2 0.9000298
Balsalazide TYMS 0.9482268
Balsalazide GABRA1 0.92200875
Minocycline ESR1 0.98461074
Minocycline GABRR1 0.96240634
Minocycline AR 0.9988325
Minocycline SCN10A 0.9314343
Minocycline BCL2 0.96647525
Minocycline PTGS2 0.98783803
Minocycline ADRA2C 0.9446504
Minocycline HTR2B 0.91004664
Minocycline TOP2A 0.9706342
Minocycline NR3C1 0.99623376
Minocycline CREB1 0.99163145
Minocycline FGF2 0.97449344
Minocycline GSK3B 0.9186326
Minocycline NFKB1 0.9954978
Minocycline AHR 0.97511035
Minocycline CHUK 0.9470224
Guanfacine CHRNA2 0.904004
Bethanechol PDE5A 0.9153571
Bethanechol GABRA3 0.92454994
Felodipine PTGS1 0.99790764
Felodipine LIPT1 0.92467743
Felodipine CHRM3 0.99090916
Felodipine KCNH2 0.996798
Felodipine CHRM1 0.9532937
Felodipine AR 0.93400335
Felodipine RARG 0.94096774
Felodipine ADRB1 0.9855487
Felodipine SCN5A 0.9653478
Felodipine PPARG 0.9209206
Felodipine BCL2 0.9926206
Felodipine CHRM5 0.98864824
Felodipine PTGS2 0.9996025
Felodipine ADRA2A 0.9895309
Felodipine DHFR 0.95366454
Felodipine ADRA2C 0.99990594
Felodipine CHRM4 0.9668463
Felodipine HTR2A 0.9872837
Felodipine SLC6A2 0.9997044
Felodipine PDE4B 0.95409465
Felodipine PCYT1B 0.9492557
Felodipine ADRA1A 0.9994555
Felodipine GABRA3 0.9901534
Felodipine HTR2C 0.9243954
Felodipine KCNMA1 0.99243414
Felodipine CHRM2 0.99749607
Felodipine HMGCR 0.9526741
Felodipine ADRA1B 0.9976942
Felodipine GRIN3A 0.9626143
Felodipine KCNJ1 0.932646
Felodipine HTR7 0.9387936
Felodipine ADRB2 0.98795205
Felodipine TOP2A 0.9944186
Felodipine SLC6A4 0.9783035
Felodipine DRD2 0.9967782
Felodipine NR3C1 0.9429565
Felodipine GABRA1 0.9711509
Felodipine HTR1B 0.9169516
Felodipine PTK2B 0.92916554
Felodipine AOC3 0.9550976
Felodipine PDE4A 0.98530734
Felodipine SCN2A 0.93969357
Felodipine CHRNA7 0.9218663
Felodipine GABRB1 0.96251965
Felodipine GABRB3 0.9995943
Felodipine GABRR2 0.9987243
Mycophenolic acid ADRA2A 0.9726221
Mycophenolic acid NR3C1 0.9991123
Ketoconazole ADRA2C 0.94329107
Irbesartan ESR1 0.9588311
Irbesartan AR 0.9846501
Irbesartan OPRK1 0.9664736
Irbesartan GABRA1 0.9780815
Probenecid HRH2 0.9545527
Probenecid GABRA3 0.9965403
Probenecid GABRA1 0.9571345
Probenecid GAA 0.939032
Probenecid GABRD 0.96697
Procainamide SCN10A 0.90659946
Procainamide ABCC8 0.9860436
Procainamide PTGS2 0.9872694
Procainamide GABRA4 0.9003972
Procainamide SLC6A2 0.95398515
Procainamide ADRA1A 0.99910283
Procainamide HTR2C 0.95465565
Procainamide PTGFR 0.98682505
Procainamide ADRA1D 0.97497606
Procainamide GABRG3 0.92335194
Procainamide GABRR2 0.9773237
Procainamide GABRD 0.91563374
Tolterodine DRD1 0.9784466
Tolterodine HTR4 0.92810065
Tolterodine ADRB1 0.9354172
Tolterodine SCN5A 0.99959344
Tolterodine PTGS2 0.9975199
Tolterodine ADRA2A 0.9014378
Tolterodine ACHE 0.96410817
Tolterodine SLC6A2 0.9899095
Tolterodine ADRA1A 0.99482393
Tolterodine HTR1D 0.9843471
Tolterodine SLC6A4 0.99992836
Tolterodine GABRA1 0.980569
Tolterodine HTR1B 0.9769156
Tolterodine GABRB3 0.9939336
Selegiline ADRA1B 0.9621793
Fenofibrate PTGS1 0.9113669
Fenofibrate CHRM1 0.90024877
Fenofibrate SCNN1A 0.94196564
Fenofibrate SCN5A 0.91254795
Fenofibrate ADRA2C 0.99150676
Fenofibrate OPRD1 0.91667074
Fenofibrate ADRA2B 0.9352978
Fenofibrate HTR1D 0.9885194
Fenofibrate HTR1B 0.93989784
Fenofibrate ADORA2A 0.9288901
Fenofibrate PLA2G2A 0.9463887
Thalidomide CHRM1 0.9340809
Thalidomide ESR1 0.90943533
Thalidomide AR 0.986678
Thalidomide CALM1 0.9551335
Thalidomide HTR2A 0.9272239
Thalidomide ADRA2B 0.91665953
Thalidomide TOP2A 0.99323916
Thalidomide NR3C1 0.9647088
Melphalan NR3C1 0.92703867
Memantine SCN5A 0.9980247
Memantine ABCC8 0.9705109
Memantine CA2 0.9842494
Memantine GRIN1 0.91031945
Memantine SLC6A2 0.99183357
Memantine SLC6A4 0.9226633
Memantine OPRM1 0.9586479
Gatifloxacin DRD1 0.9945181
Lubiprostone ADRA2C 0.9752984
Fluocinonide AR 0.97772026
Fluocinonide PPARG 0.91985285
Fluocinonide CHRM5 0.98638064
Ibuprofen ADRA2A 0.952736
Ibuprofen ADRA2C 0.9141041
Ibuprofen HTR1D 0.9841076
Ibuprofen HTR1B 0.9316716
Norfloxacin PTGS1 0.9908742
Norfloxacin CHRM1 0.9969193
Norfloxacin SCN5A 0.99207073
Norfloxacin CA4 0.96869165
Norfloxacin HTR1D 0.9377584
Norfloxacin DRD2 0.9784151
Amoxicillin HTR2C 0.9007265
Oxybutynin DRD2 0.9791988
Isoproterenol FLT4 0.9896534
Isoproterenol PDGFRB 0.9434991
Isoproterenol PPARG 0.9131679
Isoproterenol BCL2 0.96568245
Isoproterenol CA2 0.9968772
Isoproterenol DRD4 0.90859824
Isoproterenol CHRM4 0.99448293
Isoproterenol GRIN2B 0.96539724
Isoproterenol SLC6A2 0.9869485
Isoproterenol ADRA1A 0.93078977
Isoproterenol TOP2A 0.96669275
Isoproterenol SLC6A4 0.9635886
Isoproterenol OPRM1 0.9627167
Isoproterenol NR3C1 0.90721226
Isoproterenol GABRA1 0.99790907
Isoproterenol EPHA2 0.9672464
Isoproterenol NTRK1 0.9398911
Isoproterenol TUBA4A 0.9554998
Isoproterenol FGFR3 0.9398318
Isoproterenol GABRB3 0.9449588
Isoproterenol MAPK8 0.993822
Glipizide PTGS2 0.98042417
Glipizide HTR2A 0.99606824
Glipizide GABRA4 0.92568403
Glipizide POLA1 0.96412337
Glipizide CHRM2 0.96292955
Clonazepam CHRM3 0.99711394
Clonazepam ACE 0.9807967
Clonazepam CHRM5 0.9907782
Clonazepam PTGS2 0.9925851
Clonazepam ADRA2A 0.9732267
Clonazepam HTR1A 0.995135
Clonazepam HTR3A 0.9393489
Clonazepam HTR2B 0.93349963
Clonazepam CHRM4 0.9833399
Clonazepam SLC6A2 0.9986337
Clonazepam ADRA1A 0.9497785
Clonazepam HTR2C 0.99764425
Clonazepam NPR1 0.9117063
Clonazepam CHRM2 0.91885823
Clonazepam DRD3 0.98186123
Clonazepam OPRK1 0.9312952
Clonazepam HTR1D 0.9984207
Clonazepam RXRG 0.92223895
Clonazepam SLC6A4 0.99002403
Clonazepam OPRM1 0.94938165
Clonazepam KCNA1 0.9377701
Clonazepam NR3C1 0.90490395
Clonazepam HTR1B 0.98270804
Clonazepam CHRNA4 0.96368754
Clonazepam CACNA1D 0.96326417
Clonazepam PGD 0.93290156
Promethazine ADORA1 0.9611386
Promethazine ADRBK2 0.96829134
Promethazine DRD1 0.94715476
Promethazine KCNH2 0.9987808
Promethazine AR 0.92326456
Promethazine DRD5 0.96554893
Promethazine SCN5A 0.99308443
Promethazine ACE 0.95123655
Promethazine ADRA2A 0.9904197
Promethazine HTR3A 0.9006373
Promethazine PRLR 0.9920746
Promethazine DRD4 0.910513
Promethazine OPRD1 0.99585164
Promethazine CACNA1C 0.97313505
